Segment,Zone,NSE_Price,Max_NSE_MW,Total_NSE_MWh,NSE_Percent_of_Demand
1,378,2000.0,6.39221523438587e-16,7.17524172518764e-13,Inf
1,379,2000.0,6.392214935208415e-16,7.176468963811943e-13,Inf
1,380,2000.0,6.392211862769622e-16,7.174898181570218e-13,Inf
1,381,2000.0,6.39219763122008e-16,7.184576121783566e-13,Inf
1,382,2000.0,6.39221417898237e-16,7.177198822542331e-13,Inf
1,383,2000.0,6.392208216758017e-16,7.181550287947627e-13,Inf
1,384,2000.0,6.392214344302372e-16,7.187173614763615e-13,Inf
1,385,2000.0,6.392185699866758e-16,7.180649489817254e-13,Inf
1,386,2000.0,6.392192844057687e-16,7.185145840199143e-13,Inf
1,387,2000.0,6.392216325129328e-16,7.181785499377448e-13,Inf
1,388,2000.0,6.392201695121472e-16,7.181716648646586e-13,Inf
